Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
BUENOS AIRES,Vicente López,Florida Oeste,334,5468,0,3171,5,1,0,245,9224
BUENOS AIRES,Vicente López,La Lucila,336,4208,1,1257,1,0,0,0,5803
BUENOS AIRES,Vicente López,Munro,687,9186,8,5621,10,1,0,1,15514
BUENOS AIRES,Vicente López,Olivos,1468,24218,5,9253,10,1,0,0,34955
BUENOS AIRES,Vicente López,Vicente López,338,9861,3,3218,17,0,0,1,13438
BUENOS AIRES,Vicente López,Villa Adelina,0,566,0,1036,0,0,0,0,1602
BUENOS AIRES,Vicente López,Villa Martelli,987,5325,1,4905,3,1,0,375,11597
BUENOS AIRES,Villa Gesell,Villa Gesell,5967,0,0,5036,91,0,0,0,11094
BUENOS AIRES,Villarino,Juan Cousté  (Est. Algarrobo),0,0,2,0,0,0,0,82,84
BUENOS AIRES,Villarino,Mayor Buratovich,129,0,0,483,0,0,0,0,612
BUENOS AIRES,Villarino,Médanos,417,375,2,0,0,0,0,103,897
BUENOS AIRES,Villarino,Pedro Luro,393,582,0,1664,1,0,0,550,3190
BUENOS AIRES,Villarino,Argerich,0,0,0,0,0,0,0,29,29
BUENOS AIRES,Villarino,Teniente Origone,0,0,0,0,0,0,0,16,16
BUENOS AIRES,Villarino,Country Los Medanos,0,0,0,0,0,0,0,267,267
BUENOS AIRES,Zárate,Lima,1,1833,0,1,0,2,0,0,1837
BUENOS AIRES,Zárate,Zárate,2447,24539,0,78,700,5,0,982,28751
BUENOS AIRES,AMBA,OTROS,0,0,0,35,0,0,0,13,48
CABA,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,140791,1240125,2145,129218,29585,57,0,5758,1547679
CATAMARCA,Ambato,El Bolsón,0,0,0,0,0,1,0,0,1
CATAMARCA,Ambato,El Rodeo,0,0,0,0,0,1,0,152,153
CATAMARCA,Ambato,La Puerta,0,0,0,0,0,5,0,0,5
CATAMARCA,Ambato,Las Chacritas,0,0,0,0,0,1,0,0,1
CATAMARCA,Ambato,Los Varela,0,0,0,0,0,1,0,0,1
CATAMARCA,Ambato,Los Talas,0,0,0,0,0,0,0,66,66
CATAMARCA,Ancasti,Ancasti,0,0,0,0,0,1,0,0,1
CATAMARCA,Andalgalá,Andalgalá,846,0,0,144,1,2,0,203,1196
CATAMARCA,Andalgalá,Chaquiago,0,0,0,9,0,1,0,14,24
CATAMARCA,Andalgalá,El Potrero,0,0,0,13,0,0,0,0,13
CATAMARCA,Andalgalá,Aconquija,0,0,0,0,0,1,0,0,1
CATAMARCA,Andalgalá,El Alamito,0,0,0,0,0,0,0,20,20
CATAMARCA,Andalgalá,La Aguada,0,0,0,11,0,0,0,5,16
CATAMARCA,Andalgalá,La Mesada,0,0,0,1,0,0,0,0,1
CATAMARCA,Antofagasta de la Sierra,Antofagasta de la Sierra,0,0,0,0,0,6,0,0,6
CATAMARCA,Belén,Belén,0,0,0,0,0,4,0,0,4
CATAMARCA,Belén,Hualfín,0,0,0,0,0,1,0,0,1
CATAMARCA,Belén,Londres,0,0,0,0,0,1,0,0,1
CATAMARCA,Belén,El Durazno,0,0,0,0,0,1,0,0,1
CATAMARCA,Belén,Las Juntas,0,0,0,0,0,0,0,5,5
CATAMARCA,Belén,Puerta de San José,0,0,0,0,0,1,0,0,1
CATAMARCA,Capayán,Capayán,0,0,0,0,0,1,0,0,1
CATAMARCA,Capayán,Chumbicha,150,0,0,5,0,1,0,474,630
CATAMARCA,Capayán,Colonia del Valle,0,0,0,0,0,1,0,0,1
CATAMARCA,Capayán,Colonia Nueva Coneta,0,0,0,10,0,1,0,9,20
CATAMARCA,Capayán,Coneta,0,0,0,10,0,1,0,0,11
CATAMARCA,Capayán,Huillapima,0,0,0,5,0,2,0,9,16
CATAMARCA,Capayán,Miraflores,0,0,0,7,0,2,0,10,19
CATAMARCA,Capayán,San Martín,0,0,0,0,0,7,0,0,7
CATAMARCA,Capayán,Los Angeles,0,0,0,0,0,0,0,5,5
CATAMARCA,Capital,El Pantanillo,11,13,0,2,0,2,0,0,28
CATAMARCA,Capital,San Fernando del Valle de Catamarca,8238,10473,1,38963,0,1,0,14,57690
CATAMARCA,El Alto,El Alto,0,0,0,0,0,1,0,28,29
CATAMARCA,El Alto,Tapso,0,0,0,0,0,1,0,0,1
CATAMARCA,La Paz,Icaño,0,0,0,0,0,1,0,0,1
CATAMARCA,La Paz,Recreo,183,9,0,1619,0,1,0,5,1817
CATAMARCA,La Paz,San Antonio,0,0,0,0,0,0,0,26,26
CATAMARCA,La Paz,Quirós,0,0,0,0,0,0,0,27,27
CATAMARCA,Paclín,La Merced,72,0,0,0,0,4,0,5,81
CATAMARCA,Paclín,La Viña,0,0,0,0,0,0,0,10,10
CATAMARCA,Paclín,Las Lajas,0,0,0,0,0,1,0,0,1
CATAMARCA,Paclín,San Antonio,0,0,0,0,0,1,0,7,8
CATAMARCA,Pomán,Mutquin,0,0,0,0,0,1,0,0,1
CATAMARCA,Pomán,Pomán,0,0,0,0,0,2,0,0,2
CATAMARCA,Pomán,San Miguel,0,0,0,0,0,0,0,7,7
CATAMARCA,Pomán,Saujil,0,0,0,0,0,1,0,169,170
CATAMARCA,Pomán,Siján,0,0,0,0,0,1,0,0,1
CATAMARCA,Pomán,Colpes,0,0,0,0,0,0,0,16,16
CATAMARCA,Santa María,La Loma,0,0,0,0,0,1,0,0,1
CATAMARCA,Santa María,San José,0,0,0,0,0,1,0,0,1
CATAMARCA,Santa María,Santa María,0,0,0,0,2151,1,0,0,2152
CATAMARCA,Santa Rosa,Alijilán,0,0,0,0,0,2,0,0,2
CATAMARCA,Santa Rosa,Bañado de Ovanta,0,0,0,0,0,1,0,0,1
CATAMARCA,Santa Rosa,Lavalle,0,0,0,0,0,1,0,0,1
CATAMARCA,Santa Rosa,Los Altos,0,0,0,0,0,1,0,6,7
CATAMARCA,Tinogasta,Fiambalá,0,0,0,8,0,2,0,7,17
CATAMARCA,Tinogasta,Tinogasta,510,0,0,1828,0,2,0,0,2340
CATAMARCA,Valle Viejo,El Portezuelo,0,0,0,0,0,6,0,0,6
CATAMARCA,Valle Viejo,San Isidro,0,0,0,2457,0,0,0,5,2462
CATAMARCA,Valle Viejo,Santa Rosa,0,0,0,759,0,0,0,5,764
CATAMARCA,Valle Viejo,Villa Dolores,0,0,0,103,0,0,0,5,108
CATAMARCA,Valle Viejo,Sumalao,0,0,0,1,0,0,0,5,6
CATAMARCA,Valle Viejo,Polcos,0,0,0,213,0,0,0,0,213
CATAMARCA,Valle Viejo,Pozo Del Mistol,0,0,0,18,0,0,0,0,18
CATAMARCA,Valle Viejo,El Bañado,0,0,0,7,0,0,0,0,7
CATAMARCA,Fray Mamerto Esquiú,San Antonio,0,0,0,4,0,0,0,0,4
CATAMARCA,Fray Mamerto Esquiú,San José,0,0,0,1,0,0,0,0,1
CATAMARCA,Fray Mamerto Esquiú,Villa Las Pirquitas,0,0,0,0,0,1,0,0,1
CATAMARCA,Fray Mamerto Esquiú,La Carrera,0,0,0,0,0,1,0,0,1
CATAMARCA,Fray Mamerto Esquiú,El Hueco,0,0,0,26,0,0,0,0,26
CATAMARCA,Fray Mamerto Esquiú,La Falda De San Antonio,0,0,0,0,0,0,0,5,5
CATAMARCA,Fray Mamerto Esquiú,La Tercena,0,0,0,0,0,0,0,5,5
CHACO,12 de Octubre,Gancedo,0,0,0,26,0,2,0,76,104
CHACO,12 de Octubre,General Pinedo,195,0,0,472,0,2,0,0,669
CHACO,1º de Mayo,Colonia Benítez,153,0,0,11,0,1,0,2,167
CHACO,1º de Mayo,Margarita Belén,382,0,0,180,0,0,0,77,639
CHACO,2 de Abril,Hermoso Campo,0,28,0,175,0,1,0,0,204
CHACO,2 de Abril,Itín,0,0,0,30,478,0,0,0,508
CHACO,25 de Mayo,Colonia Aborigen,0,0,0,0,0,0,0,46,46
CHACO,25 de Mayo,Machagai,369,311,0,45,0,0,0,269,994
CHACO,9 de Julio,Las Breñas,1293,0,0,74,0,1,0,0,1368
CHACO,Almirante Brown,Concepción del Bermejo,0,0,0,373,0,2,0,230,605
CHACO,Almirante Brown,Los Frentones,0,0,0,344,0,1,0,0,345
CHACO,Almirante Brown,Pampa del Infierno,0,0,0,1375,0,6,0,65,1446
CHACO,Almirante Brown,Taco Pozo,0,0,0,332,0,3,0,0,335
CHACO,Bermejo,General Vedia,153,0,0,30,0,1,0,205,389
CHACO,Bermejo,Isla del Cerrito,0,0,0,0,0,1,0,0,1
CHACO,Bermejo,La Leonesa,556,0,0,0,0,0,0,228,784
CHACO,Bermejo,Las Palmas,0,0,0,46,0,1,0,306,353
CHACO,Bermejo,Puerto Bermejo Nuevo,0,0,0,14,0,0,0,51,65
CHACO,Bermejo,Puerto Eva Perón,0,0,0,15,0,1,0,41,57
CHACO,Chacabuco,Charata,1924,0,0,1186,0,2,0,230,3342
CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,3559,112,0,5972,24,2,0,116,9785
CHACO,Fray Justo Santa María De Oro,Chorotis,0,0,0,0,25,0,0,0,25
CHACO,Fray Justo Santa María De Oro,OTROS,0,0,0,0,60,0,0,0,60
CHACO,Fray Justo Santa María De Oro,Santa Sylvina,0,32,0,0,950,1,0,0,983
CHACO,General Belgrano,Corzuela,161,0,0,48,0,1,0,28,238
CHACO,General Donovan,La Escondida,51,209,0,189,0,2,0,0,451
CHACO,General Donovan,La Verde,14,27,0,39,305,2,0,0,387
CHACO,General Donovan,Lapachito,1,27,0,61,0,0,0,0,89
CHACO,General Donovan,Makallé,38,370,0,0,0,1,0,0,409
CHACO,General Güemes,El Espinillo,0,0,0,0,0,1,0,0,1
CHACO,General Güemes,El Sauzal,0,0,0,0,0,1,0,62,63
CHACO,General Güemes,El Sauzalito,0,0,0,0,0,1,0,0,1
CHACO,General Güemes,Fortín Lavalle,0,0,0,0,0,0,0,36,36
CHACO,General Güemes,Fuerte Esperanza,0,0,0,8,0,1,0,0,9
CHACO,General Güemes,Juan José Castelli,599,0,0,294,0,0,0,690,1583
CHACO,General Güemes,Miraflores,0,0,0,0,0,0,0,630,630
CHACO,General Güemes,Nueva Pompeya,0,0,0,1,0,3,0,308,312
CHACO,General Güemes,Villa Río Bermejito,4,0,0,194,0,2,0,222,422
CHACO,General Güemes,Wichi,0,0,0,0,0,1,0,91,92
CHACO,Independencia,Avia Terai,85,0,0,42,0,1,0,0,128
CHACO,Independencia,Campo Largo,125,0,0,482,3,0,0,0,610
CHACO,Libertad,Laguna Blanca,0,0,0,0,0,2,0,0,2
CHACO,Libertad,Puerto Tirol,541,1,0,114,0,0,0,163,819
CHACO,Libertador General San Martín,Ciervo Petiso,0,0,0,0,0,1,0,97,98
CHACO,Libertador General San Martín,General José de San Martín,511,1130,0,5083,0,0,0,450,7174
CHACO,Libertador General San Martín,La Eduvigis,0,0,0,0,0,1,0,0,1
CHACO,Libertador General San Martín,Laguna Limpia,0,0,0,0,0,0,0,32,32
CHACO,Libertador General San Martín,Pampa Almirón,0,0,0,26,0,0,0,55,81
CHACO,Libertador General San Martín,Pampa del Indio,0,0,0,25,0,2,0,757,784
CHACO,Libertador General San Martín,Presidencia Roca,0,0,0,13,0,2,0,196,211
CHACO,Maipú,Tres Isletas,461,0,0,0,0,0,0,77,538
CHACO,Mayor Luis J. Fontana,Coronel Du Graty,122,73,0,264,0,1,0,516,976
CHACO,Mayor Luis J. Fontana,Enrique Urién,0,0,0,37,0,1,0,0,38
CHACO,Mayor Luis J. Fontana,Villa Angela,2756,1,0,852,0,0,0,406,4015
CHACO,O Higgins,La Clotilde,0,32,0,78,116,1,0,0,227
CHACO,O Higgins,La Tigra,1,0,0,0,252,1,0,0,254
CHACO,O Higgins,San Bernardo,147,0,0,14,38,3,0,0,202
CHACO,OTROS,OTROS,0,0,0,0,24,0,0,0,24
CHACO,Presidencia de la Plaza,Presidencia de la Plaza,216,327,0,58,0,0,0,0,601
CHACO,Quitilipi,Quitilipi,884,0,0,69,0,0,0,123,1076
CHACO,Quitilipi,Villa El Palmar,0,0,0,0,0,0,0,43,43
CHACO,San Fernando,Barranqueras,115,3865,0,146,0,0,0,15,4141
CHACO,San Fernando,Basail,98,67,0,0,0,1,0,57,223
CHACO,San Fernando,Fontana,0,0,0,110,0,0,0,70,180
CHACO,San Fernando,OTROS,0,0,0,0,0,3,0,0,3
CHACO,San Fernando,Puerto Vilelas,0,0,0,9,0,1,0,0,10
CHACO,San Fernando,Resistencia,11650,55188,5,25299,2,6,0,223,92373
CHACO,San Lorenzo,Samuhú,0,0,0,0,0,1,0,0,1
CHACO,San Lorenzo,Villa Berthet,0,0,0,32,0,1,0,755,788
CHACO,Sargento Cabral,Capitán Solari,0,0,0,81,0,0,0,0,81
CHACO,Sargento Cabral,Colonia Elisa,0,0,0,0,0,2,0,0,2
CHACO,Sargento Cabral,Colonias Unidas,0,0,0,250,0,0,0,15,265
CHACO,Sargento Cabral,Las Garcitas,0,0,0,0,0,1,0,119,120
CHACO,Tapenagá,Charadai,0,0,0,27,0,1,0,0,28
CHUBUT,Biedma,Arroyo Verde,0,0,0,0,0,2,0,0,2
CHUBUT,Biedma,Puerto Madryn,3648,24433,200,3781,5283,9,0,2762,40116
CHUBUT,Biedma,Puerto Pirámide,0,0,0,0,0,1,0,37,38
CHUBUT,Biedma,Quinta El Mirador,0,0,0,0,0,0,0,22,22
CHUBUT,Biedma,Reserva Area Protegida El Doradillo,0,0,0,0,0,0,0,127,127
CHUBUT,Cushamen,Cholila,0,0,1,0,0,1,0,0,2
CHUBUT,Cushamen,El Hoyo,216,0,0,319,0,0,0,709,1244
CHUBUT,Cushamen,Epuyén,1184,0,0,0,0,0,0,0,1184
CHUBUT,Cushamen,Gualjaina,0,0,0,0,0,2,0,0,2
CHUBUT,Cushamen,Lago Puelo,315,0,0,59,0,0,0,723,1097
CHUBUT,Cushamen,Leleque,0,0,0,0,0,2,0,0,2
CHUBUT,Cushamen,El Maitén,0,0,0,0,0,0,0,1,1
CHUBUT,Escalante,Comodoro Rivadavia,19602,12473,248,1739,336,37,0,16749,51184
CHUBUT,Escalante,Diadema Argentina,0,0,0,0,0,0,0,311,311
CHUBUT,Escalante,Rada Tilly,1143,1,34,1206,54,0,0,443,2881
CHUBUT,Escalante,Acceso Norte,0,0,0,0,0,1,0,0,1
CHUBUT,Escalante,Barrio Caleta Cordova,0,0,0,0,0,1,0,0,1
CHUBUT,Florentino Ameghino,Camarones,0,0,0,0,0,1,0,208,209
CHUBUT,Florentino Ameghino,Garayalde,0,0,0,0,0,0,0,3,3
CHUBUT,Futaleufú,Corcovado,0,0,1,0,0,5,0,0,6
CHUBUT,Futaleufú,Esquel,7142,1522,40,0,0,2,0,4527,13233
CHUBUT,Futaleufú,Los Cipreses,0,0,0,0,0,1,0,0,1
CHUBUT,Futaleufú,Trevelín,472,0,19,0,18,1,0,562,1072
CHUBUT,Futaleufú,Villa Futalaufquen,0,0,0,0,0,5,0,0,5
CHUBUT,Futaleufú,Aldea Escolar,0,0,0,0,0,1,0,0,1
CHUBUT,Futaleufú,Lago Rosario,0,0,0,0,0,2,0,0,2
CHUBUT,Gaiman,28 de Julio,0,0,0,12,1,1,0,0,14
CHUBUT,Gaiman,Dolavon,0,0,3,55,50,1,0,0,109
CHUBUT,Gaiman,Gaiman,223,0,15,90,658,2,0,0,988
CHUBUT,Gaiman,OTROS,0,0,0,0,0,14,0,0,14
CHUBUT,Gastre,Blancuntre,0,0,0,0,0,1,0,0,1
CHUBUT,Gastre,El Escorial,0,0,0,0,0,1,0,0,1
CHUBUT,Gastre,Lagunita Salada,0,0,0,0,0,1,0,7,8
CHUBUT,Gastre,Yala Laubat,0,0,0,0,0,1,0,0,1
CHUBUT,Gastre,Gastre,0,0,0,0,0,0,0,103,103
CHUBUT,Languiñeo,Aldea Epulef,0,0,0,0,0,1,0,5,6
CHUBUT,Languiñeo,Carrenleufú,0,0,0,0,0,1,0,0,1
CHUBUT,Languiñeo,Colan Conhue,0,0,0,0,0,1,0,4,5
CHUBUT,Languiñeo,Paso del Sapo,0,0,0,0,0,2,0,30,32
CHUBUT,Languiñeo,Tecka,0,0,0,0,0,1,0,0,1
CHUBUT,Mártires,El Mirasol,0,0,0,0,0,1,0,0,1
CHUBUT,Mártires,Las Plumas,0,0,0,0,0,1,0,0,1
CHUBUT,Paso de Indios,Cerro Cóndor,0,1,0,0,0,1,0,0,2
CHUBUT,Paso de Indios,Los Altares,0,0,0,0,0,1,0,1,2
CHUBUT,Paso de Indios,Paso de Indios,0,0,0,0,0,1,0,0,1
CHUBUT,Rawson,Playa Unión,675,209,12,101,1,0,0,421,1419
CHUBUT,Rawson,Rawson,1747,8805,41,774,300,1,0,343,12011
CHUBUT,Rawson,Trelew,6877,23051,287,722,1094,3,0,1130,33164
CHUBUT,Rawson,Playa Magagna,0,1700,0,0,0,0,0,3,1703
CHUBUT,Río Senguer,Aldea Apeleg,0,0,0,0,0,1,0,1,2
CHUBUT,Río Senguer,Aldea Beleiro,0,0,0,0,0,2,0,0,2
CHUBUT,Río Senguer,Alto Río Senguer,0,0,1,0,0,2,0,1,4
CHUBUT,Río Senguer,Doctor Ricardo Rojas,0,0,0,0,0,1,0,0,1
CHUBUT,Río Senguer,Facundo,0,0,0,0,0,1,0,41,42
CHUBUT,Río Senguer,Lago Blanco,0,0,0,0,0,1,0,0,1
CHUBUT,Río Senguer,Río Mayo,0,0,0,4,0,2,0,180,186
CHUBUT,Sarmiento,Buen Pasto,0,0,0,0,0,1,0,0,1
CHUBUT,Sarmiento,SARMIENTO,2133,1,0,712,0,1,0,277,3124
CHUBUT,Tehuelches,Gobernador Costa,0,0,1,0,0,0,0,0,1
CHUBUT,Tehuelches,José de San Martín,0,0,0,0,0,1,0,0,1
CHUBUT,Tehuelches,Río Pico,0,0,1,0,0,2,0,0,3
CHUBUT,Telsen,Gan Gan,0,0,0,0,1,1,0,11,13
CHUBUT,Telsen,Telsen,0,16,0,0,0,4,0,42,62
CORDOBA,Calamuchita,Amboy,0,0,0,0,0,0,0,19,19
CORDOBA,Calamuchita,Cañada del Sauce,1,0,0,0,0,0,0,0,1
CORDOBA,Calamuchita,Capilla Vieja,0,0,0,0,0,0,0,5,5
CORDOBA,Calamuchita,El Corcovado - El Torreón,52,0,0,0,0,0,0,30,82
CORDOBA,Calamuchita,Embalse,0,0,0,1467,0,1,0,1877,3345
CORDOBA,Calamuchita,La Cruz,13,0,0,0,0,0,0,362,375
CORDOBA,Calamuchita,La Cumbrecita,0,0,0,0,0,0,0,250,250
CORDOBA,Calamuchita,Las Bajadas,0,0,0,0,0,0,0,16,16
CORDOBA,Calamuchita,Los Cóndores,423,0,0,0,0,1,0,507,931
CORDOBA,Calamuchita,Los Molinos,0,0,0,0,0,0,0,42,42
CORDOBA,Calamuchita,Los Reartes,30,0,0,342,0,1,0,375,748
CORDOBA,Calamuchita,Parque Calmayo,0,0,0,0,0,0,0,36,36
CORDOBA,Calamuchita,San Agustín,110,0,0,0,0,0,0,1,111
CORDOBA,Calamuchita,San Ignacio (Loteo San Javier),0,0,0,0,0,0,0,11,11
CORDOBA,Calamuchita,Santa Rosa de Calamuchita,1355,815,0,119,0,0,0,3079,5368
CORDOBA,Calamuchita,Villa Alpina,0,0,0,0,0,0,0,2,2
CORDOBA,Calamuchita,Villa Amancay,0,0,0,0,0,0,0,39,39
CORDOBA,Calamuchita,Villa Berna,31,0,0,0,0,0,0,6,37
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes (1a. Sección),0,0,0,0,0,0,0,219,219
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes (3a. Sección),0,0,0,0,0,0,0,8,8
CORDOBA,Calamuchita,Villa del Dique,555,0,0,256,128,0,0,866,1805
CORDOBA,Calamuchita,Villa General Belgrano,0,31,0,0,0,1,0,1129,1161
CORDOBA,Calamuchita,Villa Quillinzo,0,0,0,0,0,0,0,84,84
CORDOBA,Calamuchita,Villa Rumipal,0,0,0,43,0,0,0,937,980
CORDOBA,Calamuchita,Villa San Miguel,0,0,0,0,0,0,0,5,5
CORDOBA,Calamuchita,Villa Yacanto,0,0,0,0,0,0,0,7,7
CORDOBA,Calamuchita,Las Caleras,0,0,0,0,0,0,0,7,7
CORDOBA,Calamuchita,San Ignacio (Loteo Vélez Crespo),0,0,0,0,0,0,0,9,9
CORDOBA,Calamuchita,Segunda Usina,0,0,0,0,0,0,0,61,61
CORDOBA,Calamuchita,Río de los Sauces,0,0,0,0,0,0,0,1,1
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes,0,400,0,0,0,0,0,0,400
CORDOBA,Capital,Córdoba,58016,222667,44,208950,1218,11,0,4276,495182
CORDOBA,Capital,OTROS,0,0,0,0,0,0,0,695,695
CORDOBA,Colón,Agua de Oro,370,0,0,65,0,0,0,65,500
CORDOBA,Colón,Ascochinga,124,0,0,1,0,0,0,0,125
CORDOBA,Colón,Colonia Caroya,1132,505,0,6155,0,0,0,31,7823
CORDOBA,Colón,El Manzano,125,0,0,0,0,0,0,20,145
CORDOBA,Colón,General Paz,167,0,0,0,0,0,0,0,167
CORDOBA,Colón,Jesús María,1133,3877,0,6526,0,0,0,15,11551
CORDOBA,Colón,La Calera,1197,6525,0,1352,316,1,0,496,9887
CORDOBA,Colón,La Granja,437,0,0,1,0,0,0,26,464
CORDOBA,Colón,Los Molles,0,0,0,0,0,2,0,0,2
CORDOBA,Colón,Malvinas Argentinas,1122,0,0,291,0,0,0,229,1642
CORDOBA,Colón,Mendiolaza,821,2606,0,841,2,0,0,195,4465
CORDOBA,Colón,OTROS,0,0,0,0,0,0,0,287,287
CORDOBA,Colón,Pajas Blancas,0,0,0,0,0,0,0,19,19
CORDOBA,Colón,Río Ceballos,1049,5510,0,4,1,2,0,444,7010
CORDOBA,Colón,Saldán,69,4193,0,73,0,0,0,270,4605
CORDOBA,Colón,Salsipuedes,891,467,0,9,0,0,0,387,1754
CORDOBA,Colón,Unquillo,2198,873,0,905,0,0,0,603,4579
CORDOBA,Colón,Villa Allende,1,6366,0,1885,4,0,0,345,8601
CORDOBA,Colón,Villa Cerro Azul,75,0,0,0,0,0,0,20,95
CORDOBA,Colón,Villa El Fachinal - Parque Norte - Guiñazú Norte,388,0,0,0,0,1,0,0,389
CORDOBA,Colón,Villa Los Llanos - Juárez Celman,508,0,0,499,0,0,0,360,1367
CORDOBA,Colón,Dumesnil,0,0,0,34,0,0,0,0,34
CORDOBA,Colón,Mi Granja,0,0,0,5,0,0,0,0,5
CORDOBA,Cruz del Eje,Alto de los Quebrachos,0,0,0,0,6,0,0,1,7
CORDOBA,Cruz del Eje,Bañado de Soto,0,0,0,0,0,0,0,8,8
CORDOBA,Cruz del Eje,Canteras Quilpo,0,0,0,0,0,0,0,2,2
CORDOBA,Cruz del Eje,Cruz de Caña,0,0,0,0,0,0,0,2,2
CORDOBA,Cruz del Eje,Cruz del Eje,1565,1733,0,3055,0,0,0,575,6928
CORDOBA,Cruz del Eje,El Brete,0,0,0,1,0,0,0,65,66
CORDOBA,Cruz del Eje,Guanaco Muerto,0,0,0,0,0,0,0,17,17
CORDOBA,Cruz del Eje,La Banda,0,0,0,0,0,1,0,0,1
CORDOBA,Cruz del Eje,La Batea,0,0,0,0,0,0,0,1,1
CORDOBA,Cruz del Eje,La Higuera,18,0,0,0,0,0,0,2,20
CORDOBA,Cruz del Eje,Las Playas,0,0,0,1,0,0,0,176,177
CORDOBA,Cruz del Eje,Los Chañaritos,0,0,0,1,0,0,0,9,10
CORDOBA,Cruz del Eje,Media Naranja,0,0,0,0,0,0,0,60,60
CORDOBA,Cruz del Eje,Paso Viejo,72,0,0,0,0,0,0,21,93
CORDOBA,Cruz del Eje,San Marcos Sierra,0,16,0,429,0,0,0,199,644
CORDOBA,Cruz del Eje,Serrezuela,102,0,0,10,0,0,0,2,114
CORDOBA,Cruz del Eje,Tuclame,0,0,0,0,0,0,0,3,3
CORDOBA,Cruz del Eje,Villa de Soto,625,0,0,341,0,2,0,293,1261
CORDOBA,General Roca,Del Campillo,1050,0,0,0,0,1,0,0,1051
CORDOBA,General Roca,Hipólito Bouchard,0,0,0,0,0,1,0,0,1
CORDOBA,General Roca,Huinca Renancó,572,0,1,1294,0,0,0,1097,2964
CORDOBA,General Roca,ITALÓ,0,0,0,0,171,0,0,0,171
CORDOBA,General Roca,Nicolás Bruzzone,0,0,0,0,0,0,0,91,91
CORDOBA,General Roca,PINCÉN,0,0,0,0,9,0,0,0,9
CORDOBA,General Roca,Villa Huidobro,0,789,10,2,0,1,0,1099,1901
CORDOBA,General Roca,Villa Valeria,632,0,0,0,0,1,0,216,849
CORDOBA,General Roca,Santa Magdalena (Est. Jovita),0,1666,0,37,0,0,0,82,1785
CORDOBA,General San Martín,Arroyo Cabral,4,393,0,2,0,1,0,276,676
CORDOBA,General San Martín,Ausonia,0,0,0,1,0,0,0,0,1
CORDOBA,General San Martín,Chazón,0,388,0,0,0,0,0,0,388
CORDOBA,General San Martín,Etruria,47,1,0,0,2,1,0,0,51
CORDOBA,General San Martín,La Laguna,524,0,0,0,0,0,0,0,524
CORDOBA,General San Martín,La Playosa,650,0,0,0,0,1,0,70,721
CORDOBA,General San Martín,Pasco,0,0,0,1,0,0,0,0,1
CORDOBA,General San Martín,Silvio Pellico,150,0,0,0,0,0,0,65,215
CORDOBA,General San Martín,Ticino,0,663,0,6,0,2,0,0,671
CORDOBA,General San Martín,Tío Pujio,567,0,0,2,0,0,0,53,622
CORDOBA,General San Martín,Villa María,2354,15284,0,10543,0,1,0,2022,30204
CORDOBA,General San Martín,Villa Nueva,1120,2288,0,1001,1,1,0,993,5404
CORDOBA,General San Martín,Arroyo Algodón,0,0,0,1,0,0,0,0,1
CORDOBA,Ischilín,Chuña,0,0,0,0,0,2,0,102,104
CORDOBA,Ischilín,Copacabana,0,0,0,0,0,0,0,12,12
CORDOBA,Ischilín,Deán Funes,1950,1948,0,263,0,1,0,0,4162
CORDOBA,Ischilín,Esquina del Alambre,0,0,0,0,0,0,0,1,1
CORDOBA,Ischilín,Olivares de San Nicolás,0,0,0,0,0,0,0,1,1
CORDOBA,Ischilín,Quilino,205,0,0,94,0,0,0,0,299
CORDOBA,Ischilín,Villa Quilino,0,0,0,36,0,0,0,0,36
CORDOBA,Juárez Celman,Alejandro Roca (Est. Alejandro),439,0,0,0,0,0,0,235,674
CORDOBA,Juárez Celman,Bengolea,0,0,0,269,0,0,0,0,269
CORDOBA,Juárez Celman,Carnerillo,129,0,0,505,23,1,0,222,880
CORDOBA,Juárez Celman,Charras,0,0,0,1,0,0,0,12,13
CORDOBA,Juárez Celman,General Cabrera,986,0,0,0,0,0,0,0,986
CORDOBA,Juárez Celman,General Deheza,10,1126,0,3464,0,0,0,0,4600
CORDOBA,Juárez Celman,Huanchillas,0,0,0,11,0,0,0,0,11
CORDOBA,Juárez Celman,La Carlota,986,0,0,0,0,0,0,0,986
CORDOBA,Juárez Celman,Los Cisnes,2,165,0,0,0,0,0,0,167
CORDOBA,Juárez Celman,Olaeta,0,65,0,0,0,0,0,0,65
CORDOBA,Juárez Celman,Santa Eufemia,0,587,0,0,0,1,0,57,645
CORDOBA,Juárez Celman,Ucacha,143,1747,0,1,0,0,0,59,1950
CORDOBA,Juárez Celman,Villa Reducción,0,0,0,0,0,0,0,232,232
CORDOBA,Marcos Juárez,Alejo Ledesma,0,0,0,1,0,3,0,79,83
CORDOBA,Marcos Juárez,Arias,493,0,0,0,0,0,0,0,493
CORDOBA,Marcos Juárez,Camilo Aldao,1155,0,0,0,0,1,0,0,1156
CORDOBA,Marcos Juárez,Colonia Italiana,0,158,0,0,31,0,0,10,199
